accepted_family,accepted_genus,accepted_name,species_name_raw,species_name,iucn,name_matched,overall_score,taxonomic_status,accepted_author,publicacion,colector,herbarios,nombre_comun,registro_dep,regiones_ecologicas,sinampe,herbarios_peruanos,observaciones,autor_from_papers
Actinidiaceae,Saurauia,Saurauia loeseneriana,"2. Saurauia loeseriana Buscal. EN, B1a",Saurauia loeseriana,"EN, B1a",Saurauia loeseneriana,0.97,Accepted,Buscal.,Malpighia 25: 399. 1913.,C. Jelski 259,B.,Desconocido.,"CA, SM.",BMHM; 2270— 3000 m.,"PNC, PNRA","CPUN (2), HAO (1).","Esta especie arbórea es conocida de matorrales y fragmentos de bosque en unas pocas localidades de las cuencas del Marañón y del Huallaga. La localidad original fue atribuida por Soejarto (1980) a Piura, pues la etiqueta menciona la localidad Pacaipampa (ubicada en la Provincia de Morropón de ese departamento) junto con la de Tambillo (probablemente en Cajamarca); dado que la mayoría de las colecciones de Jelski provienen de los alrededores de Cutervo es probable que esta planta también crecía ahi. Otras poblaciones conocidas se hallan en los alrededores y en el área del Parques Nacionales Cutervo y Río Abiseo.",Buscal.
Actinidiaceae,Saurauia,Saurauia solitaria,"3. Saurauia solitaria Sleumer CR, B1ab(iii)",Saurauia solitaria,"CR, B1abiii",Saurauia solitaria,1,Accepted,Sleumer,Notizbl. Bot. Gart. Berlin- Dahlem 12: 147. 1934.,A. Weberbauer 7067,"B, F; MOL!.",Desconocido.,LL.,BMHM; 1800 m.,Sin registro.,MOL (isotipo).,"Arbusto conocido de la cuenca del Mixiollo, un tributario del Huallaga. Esta localidad está cerca al Parque Nacional Río Abiseo, pero hasta el momento no ha sido recolectada allí (León, 2002). Fuera de esta área protegida el bosque montano está afectado por la deforestación e incendios.",Sleumer
Alstroemeriaceae,Bomarea,Bomarea albimontana,"1. Bomarea albimontana D.N. Smith & Gereau EN, B1ab(iii)",Bomarea albimontana,"EN, B1abiii",Bomarea albimontana,1,Accepted,D. N. Smith & Gereau,Candollea 46(2): 504. 1991.,D.N. Smith et al. 12701,"G, ISC, MO; CPUN!, HUT!, USM!.",Desconocido.,"AN, CA.","PSH, PAR, AA; 3900—4600 m.",PNH,"CPUN (isotipo), HUT (isotipo), USM (holotipo+13).","Este bejuco se conoce tanto de la Cordillera Blanca, en el área ocupada por el Parque Nacional Huascarán, como en poblaciones aisladas de la jalca del sur de Cajamarca, creciendo entre arbustos. Si bien las poblaciones se encuentran dentro de un área protegida, los incendios intencionales y la tala de arbustos y árboles son amenazas permanentes.",D.N. Smith & Gereau
Alstroemeriaceae,Bomarea,Bomarea alstroemeroides,2. Bomarea alstroemeroides Hofreiter & E. Rodr. LC,Bomarea alstroemeroides,LC,Bomarea alstroemeroides,1,Accepted,Hofreiter & E. Rodr.,"Arnaldoa 11(2): 23—24, f. 1A-B 2004.",E. Rodríguez et al. 2167a,HUT.,Desconocido.,"AM, LL, SM.","BPM, BMHM; 2400—3559 m.",Sin registro.,"HAO (1), HUT (holotipo+2), HUSA (1).","Este bejuco se conoce de los bosques montanos, del norte del país. Fue reconocido en 2004, como una especie nueva, de una planta recolectada en los bosques de los alrededores de la Laguna de los Cóndores. Los ambientes naturales de esa localidad están protegidos de la deforestación, por ser de interés para el turismo; sin embargo, otras localidades no cuentan con tal beneficio.",Hofreiter & E. Rodr.
Alstroemeriaceae,Bomarea,Bomarea ampayesana,"3. Bomarea ampayesana Vargas EN, B1a",Bomarea ampayesana,"EN, B1a",Bomarea ampayesana,1,Accepted,Vargas,Natl. Hort. Mag. 22: 130. 1943.,C. Vargas C. 1015,GH; CUZ!.,Desconocido.,"AP, CU.","PSH, BPM; 3700— 4000 m.",SNA,CUZ (isotipo+2).,"Bejuco conocido de unas pocas localidades, en el sur del país, de las cuencas del Apurímac y Urubamba. El ejemplar tipo fue recolectado en el Santuario Nacional Ampay. Amenazas a sus poblaciones están asociadas a la deforestación.",Vargas
Alstroemeriaceae,Bomarea,Bomarea angustissima,"4. Bomarea angustissima Killip CR, B1a",Bomarea angustissima,"CR, B1a",Bomarea angustissima,1,Accepted,Killip,J. Wash. Acad. Sci. 22: 60. 1932.,J.F. Macbride 4409,"F, US.",Desconocido.,HU.,MA; 2700—3500 m.,Sin registro.,"HAO (1), HUT (1).","Bejuco conocido, al parecer, sólo de la colección tipo (Hofreiter & Rodriguez, 2006), una planta recolectada en 1923, de la cuenca alta del Huallaga.",Killip
Alstroemeriaceae,Bomarea,Bomarea bracteata,5. Bomarea bracteata Herb. DD,Bomarea bracteata,DD,Bomarea bracteata,1,Accepted,(Ruiz & Pav.) Herb.,Amaryl. 112. 1837.,H. Ruiz & J. Pavón s.n.,MA.,Desconocido.,"AN, JU.","MA, PSH; 3000— 4000 m.",Sin registro.,USM (2).,"Bejuco conocido del centro del país, de unas pocas localidades en las cuencas altas del Pativilca, Palca y Rapay. Habita ambientes abiertos y semixéricos, los que se ven afectados por incendios intencionales, pero desafortunadamente escasamente herborizados.",Herb.
Alstroemeriaceae,Bomarea,Bomarea campylophylla,"6. Bomarea campylophylla Killip CR, B1ab(iii)",Bomarea campylophylla,"CR, B1abiii",Bomarea campylophylla,1,Accepted,Killip,J. Wash. Acad. Sci. 25: 374. 1935.,J.F. Macbride 4961,US.,Desconocido.,HU.,BMHM; 1800 m.,Sin registro.,Ninguno.,"Bejuco conocido sólo de la colección tipo (Hofreiter & Rodriguez, 2006), una planta recolectada en 1923, de la cuenca alta del Chinchao, un tributario del Huallaga. Los ambientes naturales en esta zona han sido extensamente modificados desde inicios del siglo XX, en especial, los fragmentos de bosque en los que probablemente habitaba esta especie.",Killip
Alstroemeriaceae,Bomarea,Bomarea coccinea,"7. Bomarea coccinea (Ruiz & Pav.) Baker VU, B1a",Bomarea coccinea,"VU, B1a",Bomarea coccinea,1,Accepted,(Ruiz & Pav.) Baker,J. Bot. 20: 202. 1882.,H. Ruiz & J. Pavón s.n.,MA.,Desconocido.,"JU, PA.","PSH, BPM; 2750— 3420 m.",PNYC,USM (2).,"Bejuco conocido de varias localidades dispersas, en el centro del país, de las cuencas del Palca y Pozuzo, donde ocupa matorrales y fragmentos de bosques. Esta especie está representada por poblaciones en el Parque Nacional Yanachaga-Chemillén.",Ruiz & Pav. Baker
Alstroemeriaceae,Bomarea,Bomarea cordifolia,"8. Bomarea cordifolia (Ruiz & Pav.) Herb. EN, B1a",Bomarea cordifolia,"EN, B1a",Bomarea cordifolia,1,Accepted,Herb.,Amaryllidaceae 113. 1837.,H. Ruiz & J. Pavón s.n.,MA.,Desconocido.,"HU, PA.",BMHM; 1900— 2500 m.,PNYC,USM (1).,"Bejuco conocido sólo del centro oriente del país (Hofreiter & Rodriguez, 2006), de la cuenca del Pozuzo. El ejemplar tipo fue recolectado en el siglo XIX, otras poblaciones han sido recolectadas en los alrededores del Parque Nacional Yanachaga- Chemillén, en la década de 1980.",Ruiz & Pav. Herb.
Alstroemeriaceae,Bomarea,Bomarea cornigera,"9. Bomarea cornigera Herb. EN, B1a",Bomarea cornigera,"EN, B1a",Bomarea cornigera,1,Accepted,Herb.,Amaryllidaceae 116. 1837.,A. Mathews 1659,K.,Desconocido.,JU.,"BMHM, BMHP; 1000—1800 m.",Sin registro.,Ninguno.,"Bejuco conocido sólo del centro del país (Hofreiter & Rodriguez, 2006), de unas pocas localidades, en la cuenca del Tulumayo. Si bien el valle de Chanchamayo ha sido extensamente modificado, esta especie ha sido registrada en diferentes años desde el siglo XIX.",Herb.
Alstroemeriaceae,Bomarea,Bomarea crinita,"10. Bomarea crinita Herb. EN, B1a",Bomarea crinita,"EN, B1a",Bomarea crinita,1,Accepted,Herb.,"Amaryllidaceae 119, t. 15, f. 4. 1837.",A. Mathews 1664,K.,Desconocido.,AM.,"PAR, BMHM; 2000—3000 m.",Sin registro.,MOL (1).,"Bejuco conocido sólo del nor-oriente del país, de la cuenca alta del Utcubamba. Esta especie ha sido recolectada hasta la década de 1940. Hofreiter & Rodriguez (2006) la consideran rara.",Herb.
Alstroemeriaceae,Bomarea,Bomarea denticulata,"11. Bomarea denticulata (Ruiz & Pav.) Herb. EN, B1a",Bomarea denticulata,"EN, B1a",Bomarea denticulata,1,Accepted,(Ruiz & Pav.) Herb.,Amaryllidaceae 118 1837.,H. Ruiz & J. Pavón s.n.,MA.,Desconocido.,HU.,"BPM, BMHM; altitud desconocida.",Sin registro.,USM (1).,"Bejuco conocido de unas pocas localidades, en la cuenca del Huallaga. Brako & Zarucchi (1993) no reconocieron esta especie como endémica, pero aquí se la acepta, siguiendo el tratamiento de Hofreiter & Rodriguez (2006). Fue descrita de una planta recolectada en el siglo XIX, recolectas más recientes provienen de los bosques de Carpish, una zona que alberga varios endemismos, debiéndose considerar su protección.",Ruiz & Pav. Herb.
Alstroemeriaceae,Bomarea,Bomarea dispar,"12. Bomarea dispar Herb. VU, B1a",Bomarea dispar,"VU, B1a",Bomarea dispar,1,Accepted,Herb.,Amaryllidaceae 115. 1837.,A. Matthews 1658,K.,Desconocido.,"HU, PA, SM.",BMHP; 1200— 1500 m.,Sin registro.,Ninguno.,"Este bejuco es conocido de unas pocas localidades aisladas, en las cuencas del Huallaga medio y Mayo. En Macbride (1936) y Brako & Zarucchi (1993) se cita Junín, pero esa localidad está hoy incluida en Pasco. La colección, al parecer, más reciente, proviene de mediados de 1970. Amenazas a sus poblaciones estarían asociadas a la deforestación por expansión agrícola.",Herb.
Alstroemeriaceae,Bomarea,Bomarea engleriana,"13. Bomarea engleriana Kraenzl. EN, B1a",Bomarea engleriana,"EN, B1a",Bomarea engleriana,1,Accepted,Kraenzl.,Bot. Jahrb. Syst. 40: 231. 1908.,A. Weberbauer 3307,B.,Desconocido.,HU.,PSH; 3500—4000 m.,Sin registro.,Ninguno.,"Bejuco raro, conocido sólo de dos colecciones, realizadas entre las cuencas del Marañón y del Monzón (Hofreiter & Rodriguez, 2006). Esta especie fue descrita de una planta recolectada en 1903, cien años después fue recolectada nuevamente. Aparentemente habita fragmentos de bosque que, junto a su distribución restringida, permite considerarla una especie rara.",Kraenzl.
Alstroemeriaceae,Bomarea,Bomarea herrerae,"14. Bomarea herrerae Vargas CR, B1ab(iii)",Bomarea herrerae,"CR, B1abiii",Bomarea herrerae,1,Accepted,Vargas,Contr. Gray Herb. 154: 40. 1945.,C. Vargas C. 2258,"GH, US; CUZ!.",Desconocido.,CU.,BPM; 3400 m.,PNM,CUZ (holotipo).,"Bejuco conocido aparentemente sólo de la colección tipo, una planta recolectada en 1941, de una localidad hoy en el occidente del Parque Nacional Manu. La localidad tipo ha sido repetidamente herborizada desde entonces, pero, al parecer, no ha vuelto a ser encontrada. Los ambientes potenciales para esta especie son ocasionalmente afectados por los incendios intencionales.",Vargas
Alstroemeriaceae,Bomarea,Bomarea latifolia,"15. Bomarea latifolia (Ruiz & Pav.) Herb. CR, B1ab(iii)",Bomarea latifolia,"CR, B1abiii",Bomarea latifolia,1,Accepted,Herb.,Amaryllidaceae 113. 1837.,H. Ruiz & J. Pavón 9/61,MA.,Desconocido.,AR.,DST; altitud desconocida.,Sin registro.,Ninguno.,"Hierba conocida, al parecer, sólo de la colección tipo, una planta recolectada en el siglo XVIII del sur del país, en las lomas de Atiquipa. Esta localidad alberga otros endemismos, pero no recibe protección oficial.",Ruiz & Pav. Herb.
Alstroemeriaceae,Bomarea,Bomarea longistyla,"16. Bomarea longistyla Vargas EN, B1ab(iii)",Bomarea longistyla,"EN, B1abiii",Bomarea longistyla,1,Accepted,Vargas,"Pl. Life 21: 158, f. 39. 1965.",E. Cerrate 4123,CUZ!.,Desconocido.,"AN, LI.",PSH; 3800—4100 m.,Sin registro.,"MOL (1), USM (1).","Bejuco conocido de unas pocas localidades, en la vertiente del Pacífico, en el norcentro del país. Ha sido recolectada de las cuencas del Pativilca, Chillón y Rímac. Su hábitat, en sitios rocosos permita, tal vez, la supervivencia de sus poblaciones, en altitudes donde el pastoreo y la expansión agrícola modifican la vegetación silvestre.",Vargas
Alstroemeriaceae,Bomarea,Bomarea nematocaulon,"17. Bomarea nematocaulon Killip EN, B1ab(iii)",Bomarea nematocaulon,"EN, B1abiii",Bomarea nematocaulon,1,Accepted,Killip,J. Wash. Acad. Sci. 22: 60. 1932.,J.F. Macbride 4870,"F, US.",Desconocido.,"HU, PA.","BPM, BMHM; 2700—2900 m.",PNYC,USM (5).,"Bejuco conocido de pocas localidades, en las cuencas del Huallaga y Pozuzo. Fue descrita de una planta recolectada en 1923, de la cuenca del Huallaga. Habita áreas boscosas, las cuales están sujetas a la deforestación.",Killip
Alstroemeriaceae,Bomarea,Bomarea parvifolia,"18. Bomarea parvifolia Baker VU, B1a",Bomarea parvifolia,"VU, B1a",Bomarea parvifolia,1,Accepted,Baker,Handb. Amaryll. 154. 1888.,J. Maclean s.n.,K.,Desconocido.,"AN, LI.","MA, PSH, AA; 3400—4300 m.",PNH,USM (6).,"Bejuco conocido del centro del Perú, de la vertiente del Pacífico. Fue descrita de una planta recolectada en el siglo XIX, de la cuenca del Chillón. Está representada en el Parque Nacional Huascarán.",Baker
Alstroemeriaceae,Bomarea,Bomarea peruviana,19. Bomarea peruviana Hofreiter DD,Bomarea peruviana,DD,Bomarea peruviana,1,Accepted,Hofreiter,"Feddes Repert. 115(5—6): 438, 440, f. 1 A-E. 2004.",M. Weigend et al. 2000/ 742,MSB; HUT!.,Desconocido.,"AN, CA, LL.",MA; 3084—3150 m.,Sin registro.,HUT (isotipo).,"Hierba conocida, al parecer, de pocas localidades, en la vertiente del Pacífico. El ejemplar tipo proviene de un pajonal, en una subcuenca del Magdalena. Esta zona ha sido escasamente herborizada.",Hofreiter
Alstroemeriaceae,Bomarea,Bomarea porrecta,"20. Bomarea porrecta Killip EN, B1ab(iii)",Bomarea porrecta,"EN, B1abiii",Bomarea porrecta,1,Accepted,Killip,"Field Mus. Nat. Hist., Bot. Ser. 13: 641. 1936.",J. West 8107,MO.,Desconocido.,"AN, LL, PA.","MA, PSH; 2900— 4400 m.",Sin registro.,USM (2).,"Bejuco que al parecer sólo se conoce de pocas localidades dispersas, en ambas vertientes andinas, como en las cuencas del Pativilca, Crisnejas, Marañón y Chontabamba. Crece en lugares rocosos.",Killip
Alstroemeriaceae,Bomarea,Bomarea secundifolia,"21. Bomarea secundifolia (Ruiz & Pav.) Baker VU, B1a",Bomarea secundifolia,"VU, B1a",Bomarea secundifolia,1,Accepted,(Ruiz & Pav.) Baker,J. Bot. 20: 202. 1882.,H. Ruiz & J. Pavón 9/50,MA.,Desconocido.,"CA, HU, PA.",BMHM; 1800— 3500 m.,PNYC,USM (5).,"Bejuco conocido de varias localidades dispersas, en los bosques montanos orientales, en las cuencas del Marañón, Pozuzo y Chontabamba. Amenazas a sus poblaciones están asociadas a la deforestación.",Ruiz & Pav. Baker
Alstroemeriaceae,Bomarea,Bomarea vargasii,"22. Bomarea vargasii Hofreiter EN, B1ab(iii)",Bomarea vargasii,"EN, B1abiii",Bomarea vargasii,1,Accepted,Hofreiter,"Feddes Repert.114(3—4): 234—236, f. 9E, 10A, C. 2003.",B. Stein 2049,"MO, NY; USM!.",Desconocido.,"AN, CA, LL.","MA, PSH; 2150— 3900 m.",PNH,"HUT (1), USM (isotipo).","Esta especie herbácea se conoce del norte del país, de la vertiente del Pacífico, en las cuencas del Santa, Magdalena, Chicama. Habita matorrales y bosques perennifolios que están afectados por la deforestación.",Hofreiter
Amaranthaceae,Alternanthera,Alternanthera albosquarrosa,1. Alternanthera albosquarrosa Suess. LC,Alternanthera albosquarrosa,LC,Alternanthera albosquarrosa,1,Accepted,Suess.,Repert. Spec. Nov. Regni Veg. 39: 1. 1935.,A. Weberbauer 5759,NA,Desconocido.,"AR, CU, IC, LI.",MDE; 1900—2000 m.,Sin registro.,Ninguno.,Subarbusto conocido de la vertiente del Pacífico y valles semixéricos interandinos. Jørgensen & León Yánez (1999) consideran que esta especie podría crecer en Ecuador.,Suess.
Amaranthaceae,Alternanthera,Alternanthera albotomentosa var. albotomentosa,2. Alternanthera albotomentosa Suess. var. albotomentosa NT,Alternanthera albotomentosa var. albotomentosa,NT,Alternanthera albotomentosa var. albotomentosa,1,Accepted,NA,NA,F.W. Pennell 14456,"F, PH, S.",Desconocido.,"AR, AY, CA, LA, LI, LL.","DST, MDE, MA; 580—2000 m.",Sin registro.,"HAO (3), HUT (1)?.",Este subarbusto se conoce de numerosas localidades de la zona mesoandina a lo largo del país. Fue descrito de una planta recolectada en la cuenca del Chillón. Habita lugares con ambientes deteriorados y aparentemente presenta poblaciones grandes.,Suess. var. albotomentosa
Amaranthaceae,Alternanthera,Alternanthera arequipensis,"3. Alternanthera arequipensis Suess. CR, B1ab(iii)",Alternanthera arequipensis,"CR, B1abiii",Alternanthera arequipensis,1,Accepted,Suess.,Repert. Spec. Nov. Regni Veg. 42: 51. 1937.,F.W. Pennell 13131,"F, PH.",Desconocido.,AR.,MDE; 2200—2300 m.,Sin registro.,Ninguno.,"Hierba terrestre conocida aparentemente sólo de la colección tipo, una planta recolectada en 1925 al suroeste de la ciudad de Arequipa, en la cuenca del Chili. El ejemplar tipo crecía sobre rocas.",Suess.
Amaranthaceae,Alternanthera,Alternanthera flavida,"4. Alternanthera flavida Suess. CR, B1a",Alternanthera flavida,"CR, B1a",Alternanthera flavida,1,Accepted,Suess.,Repert. Spec. Nov. Regni Veg. 35: 300. 1934.,A. Weberbauer 6464,GH; MOL!.,Desconocido.,HV.,MDE; 1700—1800 m.,Sin registro.,MOL (isotipo).,"Subarbusto recolectado en 1913 en la cuenca del Mantaro, en laderas semixéricas. Esa parte de la cuenca ha sido escasamente herborizada.",Suess.
Amaranthaceae,Gomphrena,Gomphrena elegans var. brunnea,5. Gomphrena elegans Mart. var. brunnea Suess. DD,Gomphrena elegans var. brunnea,DD,Gomphrena elegans var. brunnea,1,Accepted,Suess.,Repert. Spec. Nov. Regni Veg. 35: 310. 1934.,A. Weberbauer 5520,B.,Desconocido.,AY.,MA; 3100 m.,Sin registro.,Ninguno.,Esta variedad fue reconocida por Brako & Zarucchi (1993) como de estatus taxonómico incierto. Hasta el presente poco se sabe de su rango de distribución y no hay un estudio reciente para evaluar su estatus taxonómico.,Mart. var. brunnea Suess.
Amaranthaceae,Gomphrena,Gomphrena oroyana,6. Gomphrena oroyana Standl. DD,Gomphrena oroyana,DD,Gomphrena oroyana,1,Accepted,Standl.,"Field Mus. Nat. Hist., Bot. Ser. 11(5): 150. 1936.",A.S. Kalenborn 89,"F, US.",Desconocido.,"HV, JU, LI.",PSH; 3570 m.,Sin registro.,Ninguno.,"Hierba terrestre perenne conocida de la sierra central, de la cuenca del Mantaro. Aparentemente no hay colecciones adicionales desde 1964.",Standl.
Amaranthaceae,Hebanthodes,Hebanthodes peruviana,7. Hebanthodes peruviana Pedersen DD,Hebanthodes peruviana,DD,Hebanthodes peruviana,1,Accepted,Pedersen,"Bonplandia (Corrientes) 10: 102—104, f. 9. 2000.",J. Infantes 3707,LIL.,Desconocido.,PA.,BMHM; 1800 m.,Sin registro.,Ninguno.,"Planta perenne conocida solamente de la colección tipo, una planta recolectada en la cuenca del Pozuzo en 1949. Poco se sabe de la historia natural de esta especie y de las condiciones de sus poblaciones.",Pedersen
Amaranthaceae,Iresine,Iresine diffusa,"8. Iresine macbridei Standl. CR, B1a",Iresine macbridei,"CR, B1a",Iresine macbridei,1,Synonym,Humb. & Bonpl. ex Willd.,"Field Mus. Nat. Hist., Bot. Ser. 11(5): 152—153. 1936.",E.P. Killip & A.C. Smith 24207,"F, US.",Desconocido.,JU.,BMHM; 1800— 2400 m.,Sin registro.,Ninguno.,"Arbusto erecto o trepador conocido de matorrales de la cuenca del Palca. Las colecciones de herbario conocidas provienen de la década de 1920. La localidad conocida, Huacapistana, ha sido escasamente herborizada en los últimos años, si bien incluye este y otros endemismos.",Standl.
Amaranthaceae,Iresine,Iresine weberbaueri,"9. Iresine weberbaueri Suess. EN, B1a",Iresine weberbaueri,"EN, B1a",Iresine weberbaueri,1,Accepted,Suess.,Repert. Spec. Nov. Regni Veg. 35: 323. 1934.,A. Weberbauer 7022,US; MOL!.,Desconocido.,"AM, HU, LL.",BS; 1800—1900 m.,Sin registro.,"HUT (2), MOL (isotipo).","Arbusto conocido de varias localidades en la cuenca del Marañón. El ejemplar tipo fue recolectado en 1914, desde entonces otras colecciones existen de los alrededores de esta localidad. Esta especie habita bosques ralos deciduos y es localmente escasa.",Suess.
